CommentID	Class	PostID	Score	 Comment Text
8054017	C2	5325861	49	 Well, mapped entities in EF basically represent database tables. If you project onto a mapped entity, what you basically do is **partially** load an entity, which is not a valid state. EF won't have any clue how to e.g. handle an update of such an entity in the future (the default behaviour would be probably overwriting the non-loaded fields with nulls or whatever you'll have in your object). This would be a dangerous operation, since you would risk losing some of your data in the DB, therefore it is not allowed to partially load entities (or project onto mapped entities) in EF.

45841	C4	129395	20	 This only works if all members are marked [Serializable]

11093915	C7	8870593	7	 @BlueRaja-DannyPflughoeft: A lot of effort is spent trying to ensure that floating-point operations are as close as possible to the correctly-rounded value. `pow` is notoriously hard to implement accurately, being a transcendental function (see [Table-Mak

14857170	C6	10380166	8	 "@artbristol: ""The question was asked 3 years ago, and is totally ambiguous. You have no evidence of how OP was going to use the bytes."" The OP is still here. Why is the question ambiguous? If you want to know what I was using the bytes for, read the com"

1119528	C7	8480	62	 Flags itself does nothing. Also, C# does not require Flags per se. But the `ToString` implementation of your enum uses Flags, and so does `Enum.IsDefined`, `Enum.Parse`, etc. Try to remove Flags and look at the result of MyColor.Yellow | MyColor.Red; without it you get "5", with Flags you get "Yellow, Red". Some other parts of the framework also use [Flags] (e.g., XML Serialization).

271202	C7	371348	7	 Actually, I could probably lose one of them; the point is to try to minimise the number of collisions - so that an object {1,0,0} has a different hash to {0,1,0} and {0,0,1} (if you see what I mean),

1548652	C2	194671	6	 Constructor-constraint, 10.1.5 in the C# 3.0 langauge spec

24026677	C1	16694227	6	 But _why_ is any code allowed after the break and before the next case?

32055233	C7	21273904	30	 +1 because you keep adding extra information that I'm not adding :P

271215	C7	371348	6	 I tweaked the numbers to make it clearer (and added a seed). Some code uses different numbers - for example the C# compiler (for anonymous types) uses a seed of 0x51ed270b and a factor of -1521134295.

13686362	C4	10380166	83	 What's ugly about this one is, that `GetString` and `GetBytes` need to executed on a system with the same endianness to work. So you can't use this to get bytes you want to turn into a string elsewhere. So I have a hard time to come up with a situations where I'd want to use this.

1140477	C4	1308480	15	 Programs like this hardly seem like good candidates for testing the impact of exception handling, too much of what would be going on in normal try{} catch{} blocks is going to be optimized out. I may be out to lunch on that...

1140474	C1	1308480	10	 Can you try them in reverse order as well to be sure that JIT compilation hasn't had an effect on the former?

25754149	C6	17673433	18	 So basically, the vibe I am getting is, "No, there is no cleaner way!"

1129979	C1	201341	15	 What's strange is if you miss out the last parameter, it appends for me ?Length=8 to the current action

14459184	C4	10380166	6	 The question was asked 3 years ago, and is totally ambiguous. You have no evidence of how OP was going to use the bytes. Other people will have the *exact same question*, but will be planning to use the bytes in a situation where encoding matters, and your answer will be dead wrong in that case.

9295864	C6	7595443	8	 I believe the correct grammar would be "Exception caught"

9219246	C6	7595443	7	 @blindy: Wouaw, that really pissed you off, sorry. Are you hiring ;-)

25157534	C7	17331230	13	 "Surely there's no good reason for this and MS should 'fix' it - as Ternary is effectively just a shorter syntax for if/else?! You certainly wouldn't expect to pay a performance penalty anyway."

706768	C2	898867	19	 "I agree with thecoop. Note that you don't need a finalizer if you are only dealing with managed resources (in fact, you should NOT try to access managed objects from within your finalizer (other than ""this""), because there is no guaranteed order in which the GC will clean up objects. Also, if you are using .Net 2.0 or better, you can (and should) use SafeHandles to wrapper unmanaged handles. Safehandles greatly reduce your need to write finalizers for your managed classes at all. http://blogs.msdn.com/bclteam/archive/2005/03/16/396900.aspx"

9615900	C7	7877736	13	 That was a great answer. Reminds me why I read your blog even though I'm a Java guy. ;-)

7058415	C3	5193851	170	 Nice answer. It's also worth noting that if you're trying to upload large files (greater than the default 4 MB) you'll want to set `<httpRuntime maxRequestLength="x" />` in your web.config, where x is the number of KB allowed for upload.

2104015	C3	78612	6	 @johnc I like your response because it'll work **almost** every time, but as an embedded systems guy, and mid-90's x86 assembly language graphics nut, optimization is always on my mind. Just remember that deserialization involves costly string processing

401731	C6	78612	254	 Sorry not to have read the previous 78611 answers before offering perfectly valid and helpful advice

7074682	C3	5193851	65	 Another point is you can replace the controller and action names (strings) in the Html.BeginForm() call like so: `Html.BeginForm(null, null, FormMethod.Post, new { enctype = "multipart/form-data" })`. This is useful if it is a partial view that is called from multiple parent views (or similar).

880710	C4	1068183	41	 this is a bug-prone code. You actually compare by value, not by index. If there is an object which equals to the last one, you'll have several "lastone: " lines.

4286359	C7	371348	27	 @Leandro López: Usually the factors are chosen to be prime numbers because it makes the number of collisions smaller.

18503225	C5	13516748	69	 +1, because even **I** understand it now

2997719	C1	1705604	17	 does marking this as Accepted also means that @Kai accepts the terms stipulated by @ligos?

770233	C7	961594	70	 If I only could give another +1 for the FlibbleBananaSnowball property ... :-)

2078872	C5	2138588	58	 +1 for your book pimping! ;-)

20790506	C6	14837342	15	 +1 I knew you will be around, you LOVE these kinds of mysterious questions :)

21663858	C6	937558	30	 @ChrisW: you might be wondering what is going on. Do not be alarmed. You're just being subject to the wrath of the Daily WTF community: http://thedailywtf.com/Comments/The-Right-Way-to-Find-a-File.aspx#402913

22991768	C2	16101815	39	 @Petr: Yes, it's not significant, because accessing the dictionary is very fast, it doesn't really matter if you do it once or twice. Most of those 250 ms most likely is spent in the test loop itself.

19874505	C7	14301496	7	 I called it ICanLog, because we work too often with words (nouns) that mean nothing. E.g., what is a Broker? A Manager? Even a Repository is not defined in a unique way. And having all these things as nouns is a typical disease of OO languages (see http://steve-yegge.blogspot.de/2006/03/execution-in-kingdom-of-nouns.html). What I want to express is that I have a component that can do logging for me - so why not call it that way? Of course, this is also playing with the I as the first person, hence ICanLog(ForYou).

21867943	C7	82473	12	 -1 I disagree with this answer, and find it misguiding. Since a base class defines the behaviour that any class must abide to (See Liskov's Substitution Principle), but does not (and should not) restrict to add behaviour. A base class may only define what

6774015	C4	182924	10	 @Jduv just tried it out using `StringBuilder`. It takes about twice as long. It's a very short string (max 3 characters - Excel 2010 goes up to column XFD), so maximum of 2 string concatenations. (I used 100 iterations of translating the integers 1 to 163

16245205	C6	12005272	20	 this was long wtf moment, they could have been adding those min files commented out with reason or something to result, now whole hour wasted wondering who is stealing my script files from output.

3561245	C2	201341	17	 @Chris S - I know this is an old post, but the reason for the ?Length=8 is because you need to have a `, null` parameter AFTER your `new { ... }` ... because if you check the overloads of that method, it's thinking your paramters are htmlArguments ... not

16117028	C4	5342460	9	 Despite this is a popular answer. It is not right, fail to catch at least two invalid formats: "Abc.@example.com" , "Abc..123@example.com"

893483	C4	1080445	14	 Not sure I'd agree with the Length*2 buffer expansion policy there.

8256526	C7	6919149	7	 @Dan Diplo, It's okay, It's not like I'm not prohibited to not to do that or not.

530604	C2	469315	8	 @Chris: only flag enums should be pluralized. That is, enumerations whose members are combined using the | operator.

552704	C7	31929	19	 lolcat at IHasName

164518	C5	324837	32	 GOTO is good and fine. This is why it exists in the C# (and mostly all) languages. I think it's just "cool to not like GOTO". BTW, this is the answer :)

16309427	C2	1248	26	 I think if the constants were renamed to accurately describe the value that is in them, it'd be easier to understand. So SecondsPerMinute = 60; MinutesPerHour = 60; SecondsPerHour = MinutesPerHour * SecondsPerHour; etc. Just calling it MINUTE=60 doesn't allow the reader to determine what the value is.

2578637	C5	2572919	43	 One of the most complete, helpful, and interesting answers I've read on SO.

1976998	C6	2047657	25	 Well, that's how we develop software at Safewhere, so we don't share your experience...

60126	C6	174223	54	 I think that, in this particular instance, goto is not considered harmful.

37958393	C2	24516311	15	 If someone still wonders about the rules that in this case make the compiler choose `string.Format(string, params object[])` over `string.Format(string, object)` might want to read the C# specification chapter "*Better function member*" (in ECMA standard it is chapter *14.4.2.2*, in current MS standard it is chapter *7.5.3.2*) -- it boils down to that the `null` argument does not require `params object[]` to be expanded, and that `object[]` is a more specific parameter type than `object`.

6077167	C7	5376343	39	 I fail to understand why I should follow this guideline.

23127902	C4	16101815	6	 @LarsH Do also note that when trying to access a file (or some other external resource), it may change state between the check and actual access attempt. In these cases, using exceptions is the correct way to go. See [Stephen C's answer to this question](

4763342	C2	4057391	13	 In your words: it lets you "pause" the method, but it should be noted that it doesn't pause or block the thread.

12312956	C7	9689761	11	 Thanks Mikael. I'm starting to wonder if our profiles should have a PayPal link. :-)

4201068	C4	1122519	43	 Note that instance members of the `Random` class are NOT documented as being thread-safe, so if this method is called from multiple threads at the same time (highly likely if you're making a web app, for example) then the behaviour of this code will be undefined. You either need to use a lock on the random or make it per-thread.

6771242	C6	926806	68	 @finnw: Whether I've tested it or not is irrelevant. Solving this integer arithmetic problem isn't *my* business problem; if it were, then I'd be testing it. If someone wants to take code from strangers off the internet to solve their business problem the

12930901	C4	10095362	34	 If having 4 different local variables named `a` in the same function looks pretty normal to you, you've been looking at the wrong code all this time. :)

25744984	C6	17673433	24	 Mother of god... +1

579560	C2	768001	22	 @Rekreativc - no, re-read it: it is working **only** when there are break-points, which cause a delay and thus provide different seeds. Without the break-points, everything is equal, i.e. not random, i.e. broken.

9492488	C4	78612	7	 Just thought I'd mention that whilst this method is useful, and I've used it myself many a time, it's not at all compatible with Medium Trust - so watch out if you're writing code that needs compatibility. BinaryFormatter access private fields and thus cannot work in the default permissionset for partial trust environments. You could try another serializer, but make sure your caller knows that the clone may not be perfect if the incoming object relies on private fields.

924835	C5	926806	22	 Great one. I learned a lot about algorithm design by this answer.

2580793	C2	324837	13	 Goto itself isn't ugly. What is ugly is abusing goto which results in spaghetti code. Using goto to break out of nested loop is perfectyly ok. Besides, note that all break, continue and return, from structural programming point of view, are hardly better than goto - basically they're the same thing, just in nicer packaging. That's why pure structural languages (such as original Pascal) lack all of three.

1363962	C5	1510186	17	 And the instructor will be quite right to. Using any other answer can also be called cheating. However, it still answers the question.

735909	C5	926806	38	 Excellent exemplary answer

287070	C6	469315	21	 People like you give us a bad name, Barry. Get a sense of humor.

25142371	C7	17331230	12	 The compiler might as well expand out the ternary into an if-else.

2862288	C7	2819962	39	 Perhaps Daniel enjoys teaching folks to fish.

1363950	C6	1510186	6	 It looks like the OP has a specific homework assignment. If he submits your solution, the instructor will consider it cheating.

325377	C5	424414	6	 +1 works for any string, not just ones which fit the C# rules for namespacing

688726	C7	881489	14	 Yep, I think "evil" is about right... consider the case of null pointer exception thrown somewhere from a large body of code. The message is vanilla, without the stack trace you're left with "something was null somewhere". NOT good when production is dead; and you've NO minutes or less to work out the flamin' problem is, and dismiss or rectify it... Good exception handling is worth it's weight in gold.

9464364	C2	174223	8	 @Dancrumb: At the time that the feature was written, C# had not yet added any "soft" keywords (like 'yield', 'var', 'from', and 'select'), so they had three real options: 1) make 'fallthrough' a hard keyword (you cant use it as a variable name), 2) write

677013	C2	299273	14	 You are the one not reading the comments. As chilltemp says above, he's calling code that he has NO control over - and wants it to abort. He has no option other than Thread.Abort() if he wants this to run within his process. You are right that Thread.Abort is bad - but like chilltemp says, other things are worse!

753275	C2	926806	17	 @Jon: DivRoundUp(12, 2) falls into case (3) of the spec, not case (4).

784649	C6	926806	62	 Darn it, pedantry fail :(

412591	C7	600306	33	 ... Resulting in a 1010000 after the binary and. The only false positive would be 0, which is why I would use: return (x != 0) && ((x & (x - 1)) == 0);

1363928	C1	1510186	6	 Why was this downvoted? It answers the question (How can I make this better?)

412589	C7	600306	36	 @Kripp: The number will be of the binary form 1000...000. When you -1 it, it will be of the form 0111...111. Thus, the two number's binary and would result is 000000. This wouldn't happen for non-power-of-twos, since 1010100 for example would become 10100

12312876	C7	9689761	17	 In he *real* world you could probably charge someone for half a days work. Here you get a +1 from me :).

9977958	C2	5325861	7	 D.T.O - [Data Transfer Objects](http://msdn.microsoft.com/en-us/magazine/ee236638.aspx#id0080022)

12932236	C6	10095362	12	 This should not be considered as bizarre at all.

133992	C5	151560	83	 good explanation :)

2668967	C2	2652481	15	 Note that adding `MethodImpl(MethodImplOptions.NoInlining)` to `GetCurrentMethod` only stops that method from being inlined into its caller. It doesn't prevent the calling method itself from being inlined into its own caller etc, etc.

24278059	C2	1122519	11	 @NickFreeman: Remember [the upper bound is exclusive](http://msdn.microsoft.com/en-us/library/2dx6wyd4.aspx), so `ch = (char)random.Next('A','Z');` would never return `'Z'`. So you'd need `ch = (char)random.Next('A', 'Z' + 1);` to include the `'Z'`.

14994020	C3	250400	28	 "epoch is UTC, so you actually need: DateTime epoch = new DateTime(1970, 1, 1, 0, 0, 0, 0, DateTimeKind.Utc); in C#, otherwise you'll get local time."

30391908	C1	250400	9	 Why you convert ToLocalTime ?

9634410	C7	7877736	18	 About 4 paragraphs in I was saying to my self "This sounds like Eric", by the 5th or 6th I'd graduated to "Yep, definitely Eric" :) Another truly & epically comprehensive answer.

12930843	C6	10095362	53	 Why bizarrely? That looks pretty normal (albeit contrived).

1098590	C2	31929	8	 The generated pseudoclasess for references types in C# share the same implementation so you won't got exactly ListOfPeople. Check out http://blogs.msdn.com/ericlippert/archive/2009/07/30/generics-are-not-templates.aspx

273722	C7	154803	14	 "I'm not entirely sure ... if you also need to combine volatile with the increment." They cannot be combined AFAIK, as we can't pass a volatile by ref. Great answer by the way.

23911987	C3	16621778	6	 @RobertMcKee: Nitpick: The full unicode character set is actually 21 bit (17 planes of 16 bit each). But of course a 21-bit-datatype is impractical, so if you use a power-of-2 datatype, it's true that you need 32 bit.

2647497	C7	2633016	12	 Nothing beats Haskell's owl: `((.)$(.))` (which compiles and has a type `(a -> b -> c) -> a -> (a1 -> b) -> a1 -> c`). http://www.haskell.org/haskellwiki/Pointfree

5175236	C1	4691582	13	 Do you really think the `catch {}` is a good idea?

13690757	C4	10380166	24	 @CodeInChaos: Like I said, the whole point of this is if you want to use it on the same kind of system, with the same set of functions. If not, then you shouldn't use it.

11085261	C6	8870593	310	 Great answer, StackOverflow needs more of this sort of thing, instead of 'Why would you want to know that?' that happens all too often.

25762155	C6	17673433	10	 This needs to make it into the framework...maybe even as an operator.
