CommentID	Class	PostID	Score	 Comment Text
2683648	C2	2663147	7	 i was wrong: fast can't jump over slow, because to jump over slow on next step fast should has the same pos as slow :)

6796084	C4	435568	21	 @Peter Lawrey below pointed out that this test was completely invalid because the compiler was optimizing out the non-reflective solution (It can even prove that nothing is done and optimize out the for loop). Needs to be re-worked and should probably be

880710	C7	1068183	41	 this is a bug-prone code. You actually compare by value, not by index. If there is an object which equals to the last one, you'll have several "lastone: " lines.

14748476	C7	11227902	78	 Note that with the "hack" (which is equivalent to the `cmovge` optimization gcc does with -O3, as noted in my comment to the question) it might be possible that the speed is a bit slower than in the case where branch prediction works "perfectly". So this is once more a case where you might want to optimize your code not only for the data structure, but also for its contents.

12393960	C7	9728314	8	 @DavidHeffernan Opinions vary, perhaps along with the definition of 'viable'. All this virtualization does violate the principle of least surprise and adds costs (allocation and runtime). Other operating systems manage to provide both better 32-on-64 supp

4688628	C3	3786376	6	 [ONLY FOR THOSE WITH A SENSE OF HUMOR] For the purists out there, single exit points are incompatible with exception handling. Attempting to catch every possible exception would lead to catch-block code bloat and separate the return far away from the body of the method. For the sake of readability (aka single exit point), the code ends up unreadable(filled with catch blocks). The 'single exit point' approach is subjective. Just tell people "I prefer it that way" and go back to coding. No reasonable programmer will begrudge a preference when stated that way.

5125371	C3	617438	6	 @Demiurg Java is known not to delete files immediately. That's true, even if you don't open it. So, a more safe way is `temp.delete(); temp = new File(temp.getPath + ".d"); temp.mkdir(); ..., temp.delete();`.

14804540	C7	11227902	94	 I'm amazed at both the question and the answer - this has explained something I only barely knew about. But it raises a question for me. Should you optimize your code to take into account things like branch prediction? Or would that be a case of pre-mature optimization? Knowing the data you are processing would seem to drive the implementation.

6794968	C7	322742	22	 @Kevin It may matter that memory is "close together". Hardware will cache contiguous blocks of memory (dynamic RAM) into faster static RAM in the L1 or L2 cache. In theory and most of the time practically, memory can be treated as random-access. But in re

11219178	C3	2549222	12	 "For bonus points, provide an initial capacity to avoid reallocations as the StringBuilder fills up: `StringBuilder total = new StringBuilder(inputStream.available());`"

734228	C2	924326	27	 What this proves is that a) double-brace initialization is slower, and b) even if you do it 1000 times, you probably won't notice the difference. And it's not like this could be the bottleneck in an inner loop, either. It imposes a tiny one-time penalty AT THE VERY WORST.

8561727	C7	424936	12	 @Dan: You're right, that shift was in the wrong direction! If you look carefully, it's in the right direction in the "explanation" above the block of code, so my best guess was that it went wrong when I manually translated less-thans and greater-thans in

29319485	C4	521235	6	 What do you mean "easy enough to write on your own"? That's *terrible* software engineering. Are the N^2 adapter classes to convert between MyPair and SomeoneElsesPair also considered easy enough to write on one's own?

1131048	C6	1299889	11	 That's not a "strange side-effect", it's the normal behaviour people would expect - and which Java cannot deliver *because* it does not generate captures. As a workaround, local variables used in an anonymous class must be final.

20205675	C2	14492320	65	 @BlueRaja-DannyPflughoeft Any PRNG where the quality of the output depends highly on the initial seed value(s) (as opposed to internal constants) seems broken to me.

6155110	C6	5433425	8	 You're a a software developer.. and you don't know what is meant by 'press return'? I'm pretty sure that's illegal.

3281796	C2	3180202	15	 @svachon: Scriptlets are useful for quick prototyping/testing. As far as I know, there's only one "legitimate" production use of a scriptlet, namely `<% response.getWriter().flush(); %>` between the `</head>` and the `<body>` to improve webpage parsing pe

847478	C7	1036763	56	 No, it cannot. It can only be interrupted.

4378264	C7	3257426	16	 Thanks for this. It's the best tutorial I could find on JSP tag files, which were great for me coming from JSF. Wish I could give more than one up vote.

847479	C7	1036763	7	 No - a sleeping thread cannot be woken by notify

16518725	C4	3180202	16	 It was a pretty good answer, but the doGet and doPost parts are misleading. Those methods are for handling specific request (HEAD, GET and POST) methods and aren't for "preprocessing" or "postprocessing" requests!

11160494	C7	8920232	14	 I just tested this in ICC 11, and it's actually faster. What's going on here is that ICC 12 has a new (and powerful) transformation added to aid vectorization. It's pretty clear now that I've taken a look at the assemblies. It does things that I would normally have to do manually. Since this is new, it's possible that Intel hasn't finished tuning this feature. So you've hit a hiccup in the new optimization feature.

18764499	C7	13671003	8	 In one line you can say:- You can never instantiate an abstract class. That's the purpose of an abstract class.

3443049	C7	3320799	8	 +1 for Eclspe & Netbeans shortcuts. I'm undecided about the static import.

6760383	C4	271874	9	 Concise does not equal quality code. I'm sorry you think so. Your code hides situations where an error would be advantageous.

989399	C6	271874	71	 The latter example here is, IIRC, the Null Object design pattern.

18764500	C7	13671003	33	 So a simple "No" is the correct answer, too.

847470	C7	1036763	7	 A sleeping Thread can also be woken up by notify(). ?

43193659	C7	27371089	16	 Useless is relative ;) Maybe you like monospace lines.

10467047	C6	4011232	14	 it really feels like an oversight in the simple data format, doesn't it?

14789257	C7	11227902	10	 The pipelining/hardware optimization course I took last semester has really opened my eyes to things like this. It's a shame my university only requires it for CE degrees and not CS degrees as well...

9222917	C6	683049	11	 I don't event google a problem any more. I just come to stackoverflow. =0)

14752910	C7	11227902	284	 One way you can make the train analogy better is if you say that the only way the operator can know if the switch is correct is if the captain gives him a thumbs up or thumbs down, and the captain sits at the back of the train such that the operator can only see him when the captain passes him. This way if the switch is incorrect the train would have to stop, back up, and then take the correct route.

530604	C2	469315	8	 @Chris: only flag enums should be pluralized. That is, enumerations whose members are combined using the | operator.

552704	C7	31929	19	 lolcat at IHasName

6369942	C7	3257426	35	 +40million. Thank you for explaining it 50,000 times better than any crappy tutorial I've found. Coming from the Rails world and missing ERB, this is exactly what I need. You should write a blog.

4299094	C6	4011232	12	 12nd? 13rd? This isn't sufficient.

27935264	C6	2549222	13	 It's amazing that Android doesn't have a built-in stream-to-string conversion. Having every code snippet on the web and app on the planet re-implement a `readline` loop is ridiculous. That pattern should have died with pea green in the 70s.

4578773	C6	154939	18	 @yuudachi. I came up with this example when teaching a class. The canonical "Bank Account" class didn't really express the "abstractness" of the base class. The other canonical example (Animal, make noise) was too abstract for understanding. I was loo

26654017	C7	11227902	9	 One of the few questions ever where the question links to Wikipedia and the Wikipedia entry links to this question.

4577686	C5	154939	20	 Best example yet, both clear and hilarious

15576631	C4	11736739	20	 I know that it is possible but I don't want to use LinearyLayout because of bad view recycling. This solution will not work well with many imageviews.

5641096	C4	617438	64	 This code has a race condition between `delete()` and `mkdir()`: A malicious process could create the target directory in the meantime (taking the name of the recently-created file). See [`Files.createTempDir()`](http://guava-libraries.googlecode.com/svn/tags/release08/javadoc/com/google/common/io/Files.html#createTempDir%28%29) for an alternative.

4014838	C7	3786376	57	 @org I hear that is best practice all the time, but when it makes the code awkward it seems silly to me. Do you have any substantiation of this claim that its actually better? Note this is not the same as "it's consensus that this is best practice" but s

12658025	C2	9903075	82	 It's Oracle's attempt to insert subtle bugs into Java to discredit it, so they can release and license their own language develop pack, O++.

163460	C7	322742	11	 Regarding the use of Vector: There really is no need to fall back to Vector. The way to do this is with your preferred List implementation and a call to synchronizedList to give it a synchronized wrapper. See: http://java.sun.com/docs/books/tutorial/collections/implementations/wrapper.html

30940692	C7	20660044	9	 There's no need for apache-commons-lang - just use `java.util.Arrays.equals(arr1,arr2)` from the JDK.

2680909	C3	2663147	12	 you should check not only (slow==fast) but: (slow==fast || slow.next==fast) to prevent jumping the fast over the slow

8147378	C2	6841479	12	 @yahelc, to elaborate: time zone changes are basically a small set of different possible parameterized events. The code implements this set of events, and a timezone database supplies a list of events and parameters for each timezone. By the way, this tim

31469838	C4	20952364	7	 This still has poor readability in the sense that it uses up many lines if you have a lot of Strings

1078544	C4	1250655	7	 It is a good pattern if this task handling is a one-time event. If this is done repeatedly during the same runtime, however, it is not optimal, as you would create and tear down threads repeatedly every time it is executed.

3153723	C7	3076081	17	 I don't think that looks *bad*, but if the requirement in the domain is understood to be "at least two", I think it'd be easier to read `atLeastTwo(hasgoodAttendance, passedCoursework, passedExam)`. The idea of "at least 2 bools are true" is generic enough to deserve its own function.

15637823	C7	11774161	13	 I might throw one or two of these into my code, just for kicks! And to test whether the build system is **really** UTF-8 compliant.

12808398	C4	140861	6	 javax.xml.bind.DatatypeConverter.parseHexBinary(hexString) seems to be about 20% faster than the above solution in my micro tests (for whatever little they are worth), as well as correctly throwing exceptions on invalid input (e.g. "gg" is not a valid hexString but will return -77 using the solution as proposed).

1691873	C3	116916	45	 `stream.available()` does not return the file length. It returns the amount of bytes which are available for read without blocking other streams. It is not necessarily the same amount of bytes as file length. To get the real length from a stream, you really need to **read** it (and count the read bytes meanwhile).

20483769	C6	154939	6	 @AndrewDalke, +1 for notes on biological complexity. Also, `goPee` does not take a gravitational field as an input. This dependency on global state makes unit-testing `CatheterizedIntersexAstronaut` difficult, and show that subclassing may not always be

3152766	C7	3076081	108	 @Juliet: I don't know, I think if this was a real-world requirement (with real variable names) it would read pretty well. Consider `return hasGoodAttendance ? (passedCoursework || passed Exam) : (passedCoursework && passedExam)`, that looks fine to me.

2556289	C7	2553533	63	 Nice solution. Stupid interview question.

287070	C6	469315	21	 People like you give us a bad name, Barry. Get a sense of humor.

3154583	C7	3076081	15	 @Lese: Asking the most micro-optimized code in face to face interviews is impractical, and dare I say, useless. Micro-optimizations, when driven by the need, is guided by runtime profiling results, not human instincts (which are known to be terrible). You

3420611	C6	3301720	10	 @thecoop, @HalfBrian: there is no doubt that this is _EXTREMELY EVIL_, but this example was chosen by design. My answer only shows how, in some circumstances, this is possible. The most disgusting example that I can think of is deliberate chosen with the

24859	C5	71399	32	 I think it's the most elegant solution there can be with Java 1.5

14017457	C7	10474780	8	 It doesn't *cast*, it *converts*. The term *cast* refers only to an explicit cast operator, consisting of a parenthesized type name. A cast operator explicitly specifies a conversion; a conversion may be either explicit or implicit.

2806730	C4	2772416	12	 Smart, but highly unreadable solution. This means hard to edit, maintain and understand. I will avoid writing that kind of "smart" code.

3167092	C7	3076081	15	 "The ternary operator is a common idiom that you should be able to read. If you can't read it you should study it until you can. Use of the ternary operator is not something I consider ""clever"" in the derogatory sense. But yes, I'd put this as the body of a method call if you're commonly using the ""at least two"" logic."

4015830	C7	3786376	58	 @org.life.java This "best practice" is entirely subjective and most probably outdated (since it is a throwback to the days of languages like C where you have to explicitly manage resources). There are many times when you get far more readable and maintain

43208313	C7	27371089	27	 `+` is not useless. It lets you create ASCII art like `(d+,+b)`.

15861366	C2	27609	15	 Same is true with Netbeans: http://developmentality.wordpress.com/2010/08/24/java-creating-correct-equals-and-hashcode-method/

16129952	C1	1250655	13	 I'm looking for any official documentation that `Long.MAX_VALUE, TimeUnit.NANOSECONDS` is equivalent to not having a timeout.

9401870	C6	4837230	17	 @sweeney - Except that it's not guaranteed that you are talking to the server you think you are. If someone has mucked up a DNS server you could be communicating an encryption key with a hacker's server.

9624146	C7	34658	16	 Much better than using reflection directly would be to use some library for it such as [Powermock](http://code.google.com/p/powermock/wiki/BypassEncapsulation).

18764463	C7	13671003	95	 @coders. Exact answer is: - You can't instantiate your abstract class, however you can instantiate a concrete subclass of your abstract class.

1058522	C6	160935	30	 My benchmark? What benchmark? I didn't do any benchmarking. I examined the generated assembly language. This has absolutely nothing to do with printf.

12495681	C2	9810499	41	 Right, but a `List` of `HashMap`s isn't a `List` of `Map`s.

1098590	C7	31929	8	 The generated pseudoclasess for references types in C# share the same implementation so you won't got exactly ListOfPeople. Check out http://blogs.msdn.com/ericlippert/archive/2009/07/30/generics-are-not-templates.aspx

52874	C6	160935	7	 It's getting lots of upvotes to distinguish it from the bitwise operator morons, without having to spend our karma voting them down.

6155033	C6	5433425	18	 @Suhail: That's why I gave you *very* detailed instructions half an hour ago. Next time someone takes the time to give you detailed help, please make sure you've read their answer carefully before saying it doesn't work.

8652627	C6	7202659	7	 Wow. So it is obsolete "by design". Those JLS designers really were always so afraid of breaking something, even breaking things that never got released... :-)

8799704	C4	271874	6	 @Thorbjørn Ravn Andersen By hiding the possibility that the findAction method may *not* find an action, you've now done logic that, while it doesn't break the program, may result in undesired effects that aren't found until a much later stage (possibly i

10124791	C3	27609	181	 You can get Eclipse to generate the two methods for you: Source > Generate hashCode() and equals().

9301640	C6	271874	7	 There is nothing wrong with checking null values, and I have seen lot of senior/rockstar developers who check for null values everywhere. Also, null checking is one of the cheapest operation in a programming language.

700714	C2	893330	17	 actually, this is incorrect. during deserialization, the serialversionuid of all the classes in the inheritance chain is taken into account, thus the lack of one on an abstract class could be problematic. i actually encountered this issue.

14757823	C7	11227902	14	 Sorry for asking the stupid question. In the code given by the person asking the question, the time to sort isn't calculated in his benchmark. What about in the benchmarks you gave in your answer? If the problem required a new set of data every time, would sorting it still come out ahead? I would imagine perhaps the amount of data would change that answer? And what would the break even point be (probably dependent on sorting algorithm used)?

43201822	C7	27371089	17	 @jpmc26 `+` is not really redundant, it forces [unary numeric promotion](https://docs.oracle.com/javase/specs/jls/se7/html/jls-5.html#jls-5.6.1) on the operand (which includes e.g. unboxing).

7715	C6	71399	102	 I just don't like it. it seems just so hacky.

17239140	C7	12758352	17	 +1 , crystal clear

1706751	C7	574650	19	 I'm really not sure this answer is correct. See http://stackoverflow.com/questions/1814526/problem-building-executable-jar-with-maven
